日期,时间,分区,使用量,year,month,Time,Used,All,使用率
2023-01-28,10:00:19,SH40/IRDC_Share,104/384,2023,1,10,104,384,27.08
2023-01-28,22:00:19,SG2/IRDCSG,256/320,2023,1,22,256,320,80.0
2023-01-28,22:00:19,ABUD/vi_irdc,128/1024,2023,1,22,128,1024,12.5
2023-01-28,22:00:19,SH40/IRDC_Share,144/384,2023,1,22,144,384,37.5
2023-01-29,10:00:22,SG2/IRDCSG,256/320,2023,1,10,256,320,80.0
2023-01-29,10:00:22,ABUD/vi_irdc,128/1024,2023,1,10,128,1024,12.5
2023-01-29,10:00:22,SH40/IRDC_Share,120/384,2023,1,10,120,384,31.25
2023-01-29,14:00:23,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-29,14:00:23,ABUD/vi_irdc,192/1024,2023,1,14,192,1024,18.75
2023-01-29,14:00:23,SH40/IRDC_Share,104/384,2023,1,14,104,384,27.08
2023-01-29,18:00:27,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-29,18:00:27,ABUD/vi_irdc,192/1024,2023,1,18,192,1024,18.75
2023-01-29,18:00:27,SH40/IRDC_Share,120/384,2023,1,18,120,384,31.25
2023-01-29,22:00:19,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-29,22:00:19,ABUD/vi_irdc,256/1024,2023,1,22,256,1024,25.0
2023-01-29,22:00:19,SH40/IRDC_Share,104/384,2023,1,22,104,384,27.08
2023-01-30,10:00:20,SG2/IRDCSG,320/320,2023,1,10,320,320,100.0
2023-01-30,10:00:20,ABUD/vi_irdc,64/1024,2023,1,10,64,1024,6.25
2023-01-30,10:00:20,SH40/IRDC_Share,72/384,2023,1,10,72,384,18.75
2023-01-30,14:00:19,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-30,14:00:19,ABUD/vi_irdc,128/1024,2023,1,14,128,1024,12.5
2023-01-30,14:00:19,SH40/IRDC_Share,104/384,2023,1,14,104,384,27.08
2023-01-30,18:00:18,SG2/IRDCSG,256/320,2023,1,18,256,320,80.0
2023-01-30,18:00:18,ABUD/vi_irdc,192/1024,2023,1,18,192,1024,18.75
2023-01-30,18:00:18,SH40/IRDC_Share,144/384,2023,1,18,144,384,37.5
2023-01-30,22:00:24,SG2/IRDCSG,256/320,2023,1,22,256,320,80.0
2023-01-30,22:00:24,ABUD/vi_irdc,192/1024,2023,1,22,192,1024,18.75
2023-01-30,22:00:24,SH40/IRDC_Share,152/384,2023,1,22,152,384,39.58
2023-01-31,10:00:18,SG2/IRDCSG,256/320,2023,1,10,256,320,80.0
2023-01-31,10:00:18,ABUD/vi_irdc,128/1024,2023,1,10,128,1024,12.5
2023-01-31,10:00:18,SH40/IRDC_Share,120/384,2023,1,10,120,384,31.25
2023-01-31,14:00:18,SG2/IRDCSG,256/320,2023,1,14,256,320,80.0
2023-01-31,14:00:18,ABUD/vi_irdc,128/1024,2023,1,14,128,1024,12.5
2023-01-31,14:00:18,SH40/IRDC_Share,120/384,2023,1,14,120,384,31.25
2023-01-31,18:00:18,SG2/IRDCSG,256/320,2023,1,18,256,320,80.0
2023-01-31,18:00:18,ABUD/vi_irdc,128/1024,2023,1,18,128,1024,12.5
2023-01-31,18:00:18,SH40/IRDC_Share,112/384,2023,1,18,112,384,29.17
2023-02-01,22:00:23,SG2/IRDCSG,256/320,2023,2,22,256,320,80.0
2023-02-01,22:00:23,ABUD/vi_irdc,576/1024,2023,2,22,576,1024,56.25
2023-02-01,22:00:23,SH40/IRDC_Share,168/384,2023,2,22,168,384,43.75
2023-02-02,14:00:20,SG2/IRDCSG,256/320,2023,2,14,256,320,80.0
2023-02-02,14:00:20,ABUD/vi_irdc,576/1024,2023,2,14,576,1024,56.25
2023-02-02,14:00:20,SH40/IRDC_Share,72/384,2023,2,14,72,384,18.75
2023-02-02,18:00:16,SG2/IRDCSG,192/320,2023,2,18,192,320,60.0
2023-02-02,18:00:16,ABUD/vi_irdc,384/1024,2023,2,18,384,1024,37.5
2023-02-02,18:00:16,SH40/IRDC_Share,72/384,2023,2,18,72,384,18.75
2023-02-02,22:00:19,SG2/IRDCSG,192/320,2023,2,22,192,320,60.0
2023-02-02,22:00:19,ABUD/vi_irdc,384/1024,2023,2,22,384,1024,37.5
2023-02-02,22:00:19,SH40/IRDC_Share,72/384,2023,2,22,72,384,18.75
2023-02-03,10:00:19,SG2/IRDCSG,192/320,2023,2,10,192,320,60.0
2023-02-03,10:00:19,ABUD/vi_irdc,448/1024,2023,2,10,448,1024,43.75
2023-02-03,10:00:19,SH40/IRDC_Share,72/384,2023,2,10,72,384,18.75
2023-02-03,14:00:22,SG2/IRDCSG,192/320,2023,2,14,192,320,60.0
2023-02-03,14:00:22,ABUD/vi_irdc,192/1024,2023,2,14,192,1024,18.75
2023-02-03,14:00:22,SH40/IRDC_Share,56/384,2023,2,14,56,384,14.58
2023-02-06,14:00:20,SG2/IRDCSG,192/320,2023,2,14,192,320,60.0
2023-02-06,14:00:20,ABUD/vi_irdc,128/1024,2023,2,14,128,1024,12.5
2023-02-06,14:00:20,SH40/IRDC_Share,104/384,2023,2,14,104,384,27.08
2023-02-06,18:00:19,SG2/IRDCSG,192/320,2023,2,18,192,320,60.0
2023-02-06,18:00:19,ABUD/vi_irdc,256/1024,2023,2,18,256,1024,25.0
2023-02-06,18:00:19,SH40/IRDC_Share,280/384,2023,2,18,280,384,72.92
2023-02-06,22:00:21,SG2/IRDCSG,192/320,2023,2,22,192,320,60.0
2023-02-06,22:00:21,ABUD/vi_irdc,960/1024,2023,2,22,960,1024,93.75
2023-02-06,22:00:21,SH40/IRDC_Share,232/384,2023,2,22,232,384,60.42
2023-02-07,10:00:16,SG2/IRDCSG,192/320,2023,2,10,192,320,60.0
2023-02-07,10:00:16,ABUD/vi_irdc,896/1024,2023,2,10,896,1024,87.5
2023-02-07,10:00:16,SH40/IRDC_Share,232/384,2023,2,10,232,384,60.42
2023-02-07,14:00:20,SG2/IRDCSG,192/320,2023,2,14,192,320,60.0
2023-02-07,14:00:20,ABUD/vi_irdc,768/1024,2023,2,14,768,1024,75.0
2023-02-07,14:00:20,SH40/IRDC_Share,336/384,2023,2,14,336,384,87.5
2023-02-07,18:00:18,SG2/IRDCSG,192/320,2023,2,18,192,320,60.0
2023-02-07,18:00:18,ABUD/vi_irdc,768/1024,2023,2,18,768,1024,75.0
2023-02-07,18:00:18,SH40/IRDC_Share,384/384,2023,2,18,384,384,100.0
2023-02-07,22:00:20,SG2/IRDCSG,192/320,2023,2,22,192,320,60.0
2023-02-07,22:00:20,ABUD/vi_irdc,768/1024,2023,2,22,768,1024,75.0
2023-02-07,22:00:20,SH40/IRDC_Share,384/384,2023,2,22,384,384,100.0
2023-02-08,10:00:20,SG2/IRDCSG,192/320,2023,2,10,192,320,60.0
2023-02-08,10:00:20,ABUD/vi_irdc,576/1024,2023,2,10,576,1024,56.25
2023-02-08,10:00:20,SH40/IRDC_Share,376/384,2023,2,10,376,384,97.92
2023-02-08,14:00:19,SG2/IRDCSG,192/320,2023,2,14,192,320,60.0
2023-02-08,14:00:19,ABUD/vi_irdc,576/1024,2023,2,14,576,1024,56.25
2023-02-08,14:00:19,SH40/IRDC_Share,368/384,2023,2,14,368,384,95.83
2023-02-08,18:00:19,SG2/IRDCSG,192/320,2023,2,18,192,320,60.0
2023-02-08,18:00:19,ABUD/vi_irdc,576/1024,2023,2,18,576,1024,56.25
2023-02-08,18:00:19,SH40/IRDC_Share,384/384,2023,2,18,384,384,100.0
2023-02-08,22:00:23,SG2/IRDCSG,192/320,2023,2,22,192,320,60.0
2023-02-08,22:00:23,ABUD/vi_irdc,640/1024,2023,2,22,640,1024,62.5
2023-02-08,22:00:23,SH40/IRDC_Share,376/384,2023,2,22,376,384,97.92
2023-02-09,10:00:17,SG2/IRDCSG,192/320,2023,2,10,192,320,60.0
2023-02-09,10:00:17,ABUD/vi_irdc,576/1024,2023,2,10,576,1024,56.25
2023-02-09,10:00:17,SH40/IRDC_Share,360/384,2023,2,10,360,384,93.75
2023-02-09,18:00:18,SG2/IRDCSG,192/320,2023,2,18,192,320,60.0
2023-02-09,18:00:18,ABUD/vi_irdc,512/1024,2023,2,18,512,1024,50.0
2023-02-09,18:00:18,SH40/IRDC_Share,304/384,2023,2,18,304,384,79.17
2023-02-09,22:00:19,SG2/IRDCSG,192/320,2023,2,22,192,320,60.0
2023-02-09,22:00:19,ABUD/vi_irdc,448/1024,2023,2,22,448,1024,43.75
2023-02-09,22:00:19,SH40/IRDC_Share,240/384,2023,2,22,240,384,62.5
2023-02-10,10:00:24,SG2/IRDCSG,128/320,2023,2,10,128,320,40.0
2023-02-10,10:00:24,ABUD/vi_irdc,320/1024,2023,2,10,320,1024,31.25
2023-02-10,10:00:24,SH40/IRDC_Share,240/384,2023,2,10,240,384,62.5
2023-02-10,14:00:17,SG2/IRDCSG,128/320,2023,2,14,128,320,40.0
2023-02-10,14:00:17,ABUD/vi_irdc,448/1024,2023,2,14,448,1024,43.75
2023-02-10,14:00:17,SH40/IRDC_Share,242/384,2023,2,14,242,384,63.02
2023-02-10,18:00:20,SG2/IRDCSG,128/320,2023,2,18,128,320,40.0
2023-02-10,18:00:20,ABUD/vi_irdc,448/1024,2023,2,18,448,1024,43.75
2023-02-10,18:00:20,SH40/IRDC_Share,272/384,2023,2,18,272,384,70.83
2023-02-10,22:00:23,SG2/IRDCSG,128/320,2023,2,22,128,320,40.0
2023-02-10,22:00:23,ABUD/vi_irdc,320/1024,2023,2,22,320,1024,31.25
2023-02-10,22:00:23,SH40/IRDC_Share,272/384,2023,2,22,272,384,70.83
2023-02-11,10:00:18,SG2/IRDCSG,128/320,2023,2,10,128,320,40.0
2023-02-11,10:00:18,ABUD/vi_irdc,320/1024,2023,2,10,320,1024,31.25
2023-02-11,10:00:18,SH40/IRDC_Share,240/384,2023,2,10,240,384,62.5
2023-02-11,14:00:21,SG2/IRDCSG,128/320,2023,2,14,128,320,40.0
2023-02-11,14:00:21,ABUD/vi_irdc,320/1024,2023,2,14,320,1024,31.25
2023-02-11,14:00:21,SH40/IRDC_Share,240/384,2023,2,14,240,384,62.5
2023-02-11,18:00:15,SG2/IRDCSG,128/320,2023,2,18,128,320,40.0
2023-02-11,18:00:15,ABUD/vi_irdc,256/1024,2023,2,18,256,1024,25.0
2023-02-11,18:00:15,SH40/IRDC_Share,240/384,2023,2,18,240,384,62.5
2023-02-11,22:00:20,SG2/IRDCSG,128/320,2023,2,22,128,320,40.0
2023-02-11,22:00:20,ABUD/vi_irdc,320/1024,2023,2,22,320,1024,31.25
2023-02-11,22:00:20,SH40/IRDC_Share,240/384,2023,2,22,240,384,62.5
2023-02-12,10:00:15,SG2/IRDCSG,128/320,2023,2,10,128,320,40.0
2023-02-12,10:00:15,ABUD/vi_irdc,320/1024,2023,2,10,320,1024,31.25
2023-02-12,10:00:15,SH40/IRDC_Share,208/384,2023,2,10,208,384,54.17
2023-02-12,14:00:16,SG2/IRDCSG,128/320,2023,2,14,128,320,40.0
2023-02-12,14:00:16,ABUD/vi_irdc,320/1024,2023,2,14,320,1024,31.25
2023-02-12,14:00:16,SH40/IRDC_Share,176/384,2023,2,14,176,384,45.83
2023-02-12,18:00:21,SG2/IRDCSG,128/320,2023,2,18,128,320,40.0
2023-02-12,18:00:21,ABUD/vi_irdc,320/1024,2023,2,18,320,1024,31.25
2023-02-12,18:00:21,SH40/IRDC_Share,168/384,2023,2,18,168,384,43.75
2023-02-12,22:00:17,SG2/IRDCSG,192/320,2023,2,22,192,320,60.0
2023-02-12,22:00:17,ABUD/vi_irdc,256/1024,2023,2,22,256,1024,25.0
2023-02-12,22:00:17,SH40/IRDC_Share,168/384,2023,2,22,168,384,43.75
2023-02-13,10:00:16,SG2/IRDCSG,64/320,2023,2,10,64,320,20.0
2023-02-13,10:00:16,ABUD/vi_irdc,384/1024,2023,2,10,384,1024,37.5
2023-02-13,10:00:16,SH40/IRDC_Share,168/384,2023,2,10,168,384,43.75
2023-02-13,14:00:25,SG2/IRDCSG,0/320,2023,2,14,0,320,0.0
2023-02-13,14:00:25,ABUD/vi_irdc,448/1024,2023,2,14,448,1024,43.75
2023-02-13,14:00:25,SH40/IRDC_Share,168/384,2023,2,14,168,384,43.75
2023-02-13,18:00:21,SG2/IRDCSG,0/320,2023,2,18,0,320,0.0
2023-02-13,18:00:21,ABUD/vi_irdc,704/1024,2023,2,18,704,1024,68.75
2023-02-13,18:00:21,SH40/IRDC_Share,224/384,2023,2,18,224,384,58.33
2023-02-13,22:00:18,SG2/IRDCSG,0/320,2023,2,22,0,320,0.0
2023-02-13,22:00:18,ABUD/vi_irdc,768/1024,2023,2,22,768,1024,75.0
2023-02-13,22:00:18,SH40/IRDC_Share,298/384,2023,2,22,298,384,77.6
2023-02-14,10:00:22,SG2/IRDCSG,0/320,2023,2,10,0,320,0.0
2023-02-14,10:00:22,ABUD/vi_irdc,704/1024,2023,2,10,704,1024,68.75
2023-02-14,10:00:22,SH40/IRDC_Share,192/384,2023,2,10,192,384,50.0
2023-02-14,14:00:17,SG2/IRDCSG,0/320,2023,2,14,0,320,0.0
2023-02-14,14:00:17,ABUD/vi_irdc,640/1024,2023,2,14,640,1024,62.5
2023-02-14,14:00:17,SH40/IRDC_Share,240/384,2023,2,14,240,384,62.5
2023-02-14,18:00:18,SG2/IRDCSG,320/320,2023,2,18,320,320,100.0
2023-02-14,18:00:18,ABUD/vi_irdc,768/1024,2023,2,18,768,1024,75.0
2023-02-14,18:00:18,SH40/IRDC_Share,368/384,2023,2,18,368,384,95.83
2023-02-14,22:00:18,SG2/IRDCSG,320/320,2023,2,22,320,320,100.0
2023-02-14,22:00:18,ABUD/vi_irdc,768/1024,2023,2,22,768,1024,75.0
2023-02-14,22:00:18,SH40/IRDC_Share,312/384,2023,2,22,312,384,81.25
2023-02-15,10:00:22,SG2/IRDCSG,320/320,2023,2,10,320,320,100.0
2023-02-15,10:00:22,ABUD/vi_irdc,768/1024,2023,2,10,768,1024,75.0
2023-02-15,10:00:22,SH40/IRDC_Share,360/384,2023,2,10,360,384,93.75
2023-02-15,14:00:22,SG2/IRDCSG,320/320,2023,2,14,320,320,100.0
2023-02-15,14:00:22,ABUD/vi_irdc,1024/1024,2023,2,14,1024,1024,100.0
2023-02-15,14:00:22,SH40/IRDC_Share,376/384,2023,2,14,376,384,97.92
2023-02-15,18:00:18,SG2/IRDCSG,320/320,2023,2,18,320,320,100.0
2023-02-15,18:00:18,ABUD/vi_irdc,1024/1024,2023,2,18,1024,1024,100.0
2023-02-15,18:00:18,SH40/IRDC_Share,384/384,2023,2,18,384,384,100.0
2023-02-15,22:00:18,SG2/IRDCSG,320/320,2023,2,22,320,320,100.0
2023-02-15,22:00:18,ABUD/vi_irdc,896/1024,2023,2,22,896,1024,87.5
2023-02-15,22:00:18,SH40/IRDC_Share,372/384,2023,2,22,372,384,96.88
2023-02-16,10:00:21,SG2/IRDCSG,320/320,2023,2,10,320,320,100.0
2023-02-16,10:00:21,ABUD/vi_irdc,832/1024,2023,2,10,832,1024,81.25
2023-02-16,10:00:21,SH40/IRDC_Share,228/384,2023,2,10,228,384,59.38
2023-02-16,14:00:23,SG2/IRDCSG,320/320,2023,2,14,320,320,100.0
2023-02-16,14:00:23,ABUD/vi_irdc,896/1024,2023,2,14,896,1024,87.5
2023-02-16,14:00:23,SH40/IRDC_Share,365/384,2023,2,14,365,384,95.05
2023-02-16,18:00:18,SG2/IRDCSG,320/320,2023,2,18,320,320,100.0
2023-02-16,18:00:18,ABUD/vi_irdc,960/1024,2023,2,18,960,1024,93.75
2023-02-16,18:00:18,SH40/IRDC_Share,364/384,2023,2,18,364,384,94.79
2023-02-16,22:00:21,SG2/IRDCSG,320/320,2023,2,22,320,320,100.0
2023-02-16,22:00:21,ABUD/vi_irdc,896/1024,2023,2,22,896,1024,87.5
2023-02-16,22:00:21,SH40/IRDC_Share,273/384,2023,2,22,273,384,71.09
2023-02-17,10:00:20,SG2/IRDCSG,320/320,2023,2,10,320,320,100.0
2023-02-17,10:00:20,ABUD/vi_irdc,960/1024,2023,2,10,960,1024,93.75
2023-02-17,10:00:20,SH40/IRDC_Share,172/376,2023,2,10,172,376,45.74
2023-02-17,14:00:19,SG2/IRDCSG,320/320,2023,2,14,320,320,100.0
2023-02-17,14:00:19,ABUD/vi_irdc,896/1024,2023,2,14,896,1024,87.5
2023-02-17,14:00:19,SH40/IRDC_Share,372/376,2023,2,14,372,376,98.94
2023-02-19,10:00:24,SG2/IRDCSG,32/40,2023,2,10,32,40,80.0
2023-02-19,10:00:24,ABUD/vi_irdc,72/128,2023,2,10,72,128,56.25
2023-02-19,10:00:24,SH40/IRDC_Share,256/376,2023,2,10,256,376,68.09
2023-02-19,14:00:22,SG2/IRDCSG,32/40,2023,2,14,32,40,80.0
2023-02-19,14:00:22,ABUD/vi_irdc,80/128,2023,2,14,80,128,62.5
2023-02-19,14:00:22,SH40/IRDC_Share,288/376,2023,2,14,288,376,76.6
2023-02-19,18:00:17,SG2/IRDCSG,32/40,2023,2,18,32,40,80.0
2023-02-19,18:00:17,ABUD/vi_irdc,104/128,2023,2,18,104,128,81.25
2023-02-19,18:00:17,SH40/IRDC_Share,256/376,2023,2,18,256,376,68.09
2023-02-20,14:00:18,SG2/IRDCSG,32/40,2023,2,14,32,40,80.0
2023-02-20,14:00:18,ABUD/vi_irdc,96/128,2023,2,14,96,128,75.0
2023-02-20,14:00:18,SH40/IRDC_Share,288/376,2023,2,14,288,376,76.6
2023-02-20,18:00:17,SG2/IRDCSG,40/40,2023,2,18,40,40,100.0
2023-02-20,18:00:17,ABUD/vi_irdc,96/128,2023,2,18,96,128,75.0
2023-02-20,18:00:17,SH40/IRDC_Share,312/376,2023,2,18,312,376,82.98
2023-02-20,22:00:18,SG2/IRDCSG,40/40,2023,2,22,40,40,100.0
2023-02-20,22:00:18,ABUD/vi_irdc,96/128,2023,2,22,96,128,75.0
2023-02-20,22:00:18,SH40/IRDC_Share,248/376,2023,2,22,248,376,65.96
2023-02-21,10:00:18,SG2/IRDCSG,40/40,2023,2,10,40,40,100.0
2023-02-21,10:00:18,ABUD/vi_irdc,104/128,2023,2,10,104,128,81.25
2023-02-21,10:00:18,SH40/IRDC_Share,160/376,2023,2,10,160,376,42.55
2023-02-21,14:00:18,SG2/IRDCSG,40/40,2023,2,14,40,40,100.0
2023-02-21,14:00:18,ABUD/vi_irdc,88/128,2023,2,14,88,128,68.75
2023-02-21,14:00:18,SH40/IRDC_Share,192/376,2023,2,14,192,376,51.06
2023-02-21,18:00:17,SG2/IRDCSG,32/40,2023,2,18,32,40,80.0
2023-02-21,18:00:17,ABUD/vi_irdc,104/128,2023,2,18,104,128,81.25
2023-02-21,18:00:17,SH40/IRDC_Share,344/376,2023,2,18,344,376,91.49
2023-02-21,22:00:19,SG2/IRDCSG,40/40,2023,2,22,40,40,100.0
2023-02-21,22:00:19,ABUD/vi_irdc,88/128,2023,2,22,88,128,68.75
2023-02-21,22:00:19,SH40/IRDC_Share,351/376,2023,2,22,351,376,93.35
2023-02-22,10:00:19,SG2/IRDCSG,40/40,2023,2,10,40,40,100.0
2023-02-22,10:00:19,ABUD/vi_irdc,88/128,2023,2,10,88,128,68.75
2023-02-22,10:00:19,SH40/IRDC_Share,351/376,2023,2,10,351,376,93.35
2023-02-22,18:00:19,SG2/IRDCSG,40/40,2023,2,18,40,40,100.0
2023-02-22,18:00:19,ABUD/vi_irdc,96/128,2023,2,18,96,128,75.0
2023-02-22,18:00:19,SH40/IRDC_Share,376/376,2023,2,18,376,376,100.0
2023-02-22,22:00:18,SG2/IRDCSG,40/40,2023,2,22,40,40,100.0
2023-02-22,22:00:18,ABUD/vi_irdc,112/128,2023,2,22,112,128,87.5
2023-02-22,22:00:18,SH40/IRDC_Share,368/376,2023,2,22,368,376,97.87
2023-02-23,10:00:18,SG2/IRDCSG,40/40,2023,2,10,40,40,100.0
2023-02-23,10:00:18,ABUD/vi_irdc,88/128,2023,2,10,88,128,68.75
2023-02-23,10:00:18,SH40/IRDC_Share,329/376,2023,2,10,329,376,87.5
2023-02-23,14:00:24,SG2/IRDCSG,40/40,2023,2,14,40,40,100.0
2023-02-23,14:00:24,ABUD/vi_irdc,96/128,2023,2,14,96,128,75.0
2023-02-23,14:00:24,SH40/IRDC_Share,376/376,2023,2,14,376,376,100.0
2023-02-23,18:00:22,SG2/IRDCSG,40/40,2023,2,18,40,40,100.0
2023-02-23,18:00:22,ABUD/vi_irdc,128/128,2023,2,18,128,128,100.0
2023-02-23,18:00:22,SH40/IRDC_Share,369/376,2023,2,18,369,376,98.14
2023-02-23,22:00:18,SG2/IRDCSG,40/40,2023,2,22,40,40,100.0
2023-02-23,22:00:18,ABUD/vi_irdc,128/128,2023,2,22,128,128,100.0
2023-02-23,22:00:18,SH40/IRDC_Share,369/376,2023,2,22,369,376,98.14
2023-02-24,10:00:20,SG2/IRDCSG,40/40,2023,2,10,40,40,100.0
2023-02-24,10:00:20,ABUD/vi_irdc,120/128,2023,2,10,120,128,93.75
2023-02-24,10:00:20,SH40/IRDC_Share,288/376,2023,2,10,288,376,76.6
2023-02-24,14:00:21,SG2/IRDCSG,8/40,2023,2,14,8,40,20.0
2023-02-24,14:00:21,ABUD/vi_irdc,104/128,2023,2,14,104,128,81.25
2023-02-24,14:00:21,SH40/IRDC_Share,289/376,2023,2,14,289,376,76.86
2023-02-24,18:00:27,SG2/IRDCSG,40/40,2023,2,18,40,40,100.0
2023-02-24,18:00:27,ABUD/vi_irdc,120/128,2023,2,18,120,128,93.75
2023-02-24,18:00:27,SH40/IRDC_Share,297/376,2023,2,18,297,376,78.99
2023-02-25,10:00:20,SG2/IRDCSG,40/40,2023,2,10,40,40,100.0
2023-02-25,10:00:20,ABUD/vi_irdc,120/128,2023,2,10,120,128,93.75
2023-02-25,10:00:20,SH40/IRDC_Share,177/376,2023,2,10,177,376,47.07
2023-02-25,14:00:31,SG2/IRDCSG,40/40,2023,2,14,40,40,100.0
2023-02-25,14:00:31,ABUD/vi_irdc,120/128,2023,2,14,120,128,93.75
2023-02-25,14:00:31,SH40/IRDC_Share,168/376,2023,2,14,168,376,44.68
2023-02-25,18:00:20,SG2/IRDCSG,40/40,2023,2,18,40,40,100.0
2023-02-25,18:00:20,ABUD/vi_irdc,120/128,2023,2,18,120,128,93.75
2023-02-25,18:00:20,SH40/IRDC_Share,120/376,2023,2,18,120,376,31.91
2023-02-25,22:35:27,SG2/IRDCSG,40/40,2023,2,22,40,40,100.0
2023-02-25,22:35:27,ABUD/vi_irdc,120/128,2023,2,22,120,128,93.75
2023-02-25,22:35:27,SH40/IRDC_Share,88/376,2023,2,22,88,376,23.4
2023-02-26,10:00:20,SG2/IRDCSG,40/40,2023,2,10,40,40,100.0
2023-02-26,10:00:20,ABUD/vi_irdc,120/128,2023,2,10,120,128,93.75
2023-02-26,10:00:20,SH40/IRDC_Share,56/376,2023,2,10,56,376,14.89
2023-02-26,14:00:31,SG2/IRDCSG,40/40,2023,2,14,40,40,100.0
2023-02-26,14:00:31,ABUD/vi_irdc,120/128,2023,2,14,120,128,93.75
2023-02-26,14:00:31,SH40/IRDC_Share,64/376,2023,2,14,64,376,17.02
2023-02-26,18:00:22,SG2/IRDCSG,40/40,2023,2,18,40,40,100.0
2023-02-26,18:00:22,ABUD/vi_irdc,120/128,2023,2,18,120,128,93.75
2023-02-26,18:00:22,SH40/IRDC_Share,128/376,2023,2,18,128,376,34.04
2023-02-26,22:00:17,SG2/IRDCSG,40/40,2023,2,22,40,40,100.0
2023-02-26,22:00:17,ABUD/vi_irdc,120/128,2023,2,22,120,128,93.75
2023-02-26,22:00:17,SH40/IRDC_Share,160/376,2023,2,22,160,376,42.55
2023-02-27,10:04:40,SG2/IRDCSG,32/40,2023,2,10,32,40,80.0
2023-02-27,10:04:40,ABUD/vi_irdc,112/128,2023,2,10,112,128,87.5
2023-02-27,10:04:40,SH40/IRDC_Share,192/376,2023,2,10,192,376,51.06
2023-02-27,14:00:18,SG2/IRDCSG,24/40,2023,2,14,24,40,60.0
2023-02-27,14:00:18,ABUD/vi_irdc,104/128,2023,2,14,104,128,81.25
2023-02-27,14:00:18,SH40/IRDC_Share,168/376,2023,2,14,168,376,44.68
2023-02-27,18:00:20,SG2/IRDCSG,24/40,2023,2,18,24,40,60.0
2023-02-27,18:00:20,ABUD/vi_irdc,96/128,2023,2,18,96,128,75.0
2023-02-27,18:00:20,SH40/IRDC_Share,160/376,2023,2,18,160,376,42.55
2023-02-28,10:00:21,SG2/IRDCSG,32/40,2023,2,10,32,40,80.0
2023-02-28,10:00:21,ABUD/vi_irdc,112/128,2023,2,10,112,128,87.5
2023-02-28,10:00:21,SH40/IRDC_Share,144/376,2023,2,10,144,376,38.3
2023-02-28,14:00:20,SG2/IRDCSG,40/40,2023,2,14,40,40,100.0
2023-02-28,14:00:20,ABUD/vi_irdc,104/128,2023,2,14,104,128,81.25
2023-02-28,14:00:20,SH40/IRDC_Share,128/376,2023,2,14,128,376,34.04
2023-02-28,18:00:17,SG2/IRDCSG,40/40,2023,2,18,40,40,100.0
2023-02-28,18:00:17,ABUD/vi_irdc,96/128,2023,2,18,96,128,75.0
2023-02-28,18:00:17,SH40/IRDC_Share,137/376,2023,2,18,137,376,36.44
2023-02-28,22:00:19,SG2/IRDCSG,40/40,2023,2,22,40,40,100.0
2023-02-28,22:00:19,ABUD/vi_irdc,88/128,2023,2,22,88,128,68.75
2023-02-28,22:00:19,SH40/IRDC_Share,112/376,2023,2,22,112,376,29.79
2023-03-01,10:00:19,SG2/IRDCSG,40/40,2023,3,10,40,40,100.0
2023-03-01,10:00:19,ABUD/vi_irdc,88/128,2023,3,10,88,128,68.75
2023-03-01,10:00:19,SH40/IRDC_Share,120/376,2023,3,10,120,376,31.91
2023-03-01,14:00:20,SG2/IRDCSG,40/40,2023,3,14,40,40,100.0
2023-03-01,14:00:20,ABUD/vi_irdc,88/128,2023,3,14,88,128,68.75
2023-03-01,14:00:20,SH40/IRDC_Share,120/376,2023,3,14,120,376,31.91
2023-03-01,18:00:22,SG2/IRDCSG,40/40,2023,3,18,40,40,100.0
2023-03-01,18:00:22,ABUD/vi_irdc,96/128,2023,3,18,96,128,75.0
2023-03-01,18:00:22,SH40/IRDC_Share,296/376,2023,3,18,296,376,78.72
2023-03-01,22:00:19,SG2/IRDCSG,40/40,2023,3,22,40,40,100.0
2023-03-01,22:00:19,ABUD/vi_irdc,104/128,2023,3,22,104,128,81.25
2023-03-01,22:00:19,SH40/IRDC_Share,208/376,2023,3,22,208,376,55.32
2023-03-02,10:00:19,SG2/IRDCSG,40/40,2023,3,10,40,40,100.0
2023-03-02,10:00:19,ABUD/vi_irdc,104/128,2023,3,10,104,128,81.25
2023-03-02,10:00:19,SH40/IRDC_Share,208/376,2023,3,10,208,376,55.32
2023-03-02,14:00:19,SG2/IRDCSG,32/40,2023,3,14,32,40,80.0
2023-03-02,14:00:19,ABUD/vi_irdc,96/128,2023,3,14,96,128,75.0
2023-03-02,14:00:19,SH40/IRDC_Share,240/376,2023,3,14,240,376,63.83
2023-03-02,18:00:19,SG2/IRDCSG,24/40,2023,3,18,24,40,60.0
2023-03-02,18:00:19,ABUD/vi_irdc,104/128,2023,3,18,104,128,81.25
2023-03-02,18:00:19,SH40/IRDC_Share,288/376,2023,3,18,288,376,76.6
2023-03-02,22:00:20,SG2/IRDCSG,24/40,2023,3,22,24,40,60.0
2023-03-02,22:00:20,ABUD/vi_irdc,112/128,2023,3,22,112,128,87.5
2023-03-02,22:00:20,SH40/IRDC_Share,256/376,2023,3,22,256,376,68.09
2023-03-03,10:00:19,SG2/IRDCSG,24/40,2023,3,10,24,40,60.0
